option,timestamp_ms,datetime_et,open,high,low,close,volume,vwap,transactions,otc
O:SPY240315P00470000,1710510180000,2024-03-15T09:43:00-04:00,0.01,0.01,0.01,0.01,8,0.01,1,
O:SPY240315P00470000,1710510240000,2024-03-15T09:44:00-04:00,0.01,0.01,0.01,0.01,1,0.01,1,
O:SPY240315P00470000,1710510420000,2024-03-15T09:47:00-04:00,0.01,0.01,0.01,0.01,1,0.01,1,
O:SPY240315P00470000,1710510900000,2024-03-15T09:55:00-04:00,0.01,0.01,0.01,0.01,2,0.01,1,
O:SPY240315P00470000,1710512100000,2024-03-15T10:15:00-04:00,0.01,0.01,0.01,0.01,100,0.01,1,
O:SPY240315P00470000,1710512160000,2024-03-15T10:16:00-04:00,0.01,0.01,0.01,0.01,80,0.01,2,
O:SPY240315P00470000,1710512220000,2024-03-15T10:17:00-04:00,0.01,0.01,0.01,0.01,1,0.01,1,
O:SPY240315P00470000,1710514680000,2024-03-15T10:58:00-04:00,0.01,0.01,0.01,0.01,2,0.01,1,
O:SPY240315P00470000,1710515940000,2024-03-15T11:19:00-04:00,0.01,0.01,0.01,0.01,2,0.01,1,
O:SPY240315P00470000,1710520320000,2024-03-15T12:32:00-04:00,0.01,0.01,0.01,0.01,2,0.01,1,
O:SPY240315P00470000,1710521700000,2024-03-15T12:55:00-04:00,0.01,0.01,0.01,0.01,2,0.01,1,
O:SPY240315P00470000,1710521820000,2024-03-15T12:57:00-04:00,0.01,0.01,0.01,0.01,5,0.01,1,
O:SPY240315P00470000,1710523620000,2024-03-15T13:27:00-04:00,0.01,0.01,0.01,0.01,1,0.01,1,
O:SPY240315P00470000,1710527040000,2024-03-15T14:24:00-04:00,0.01,0.01,0.01,0.01,1,0.01,1,
O:SPY240315P00470000,1710529380000,2024-03-15T15:03:00-04:00,0.01,0.01,0.01,0.01,3,0.01,1,
