option,date,timestamp_ms,datetime_et,price,size,exchange,conditions
O:SPY240315C00470000,2024-03-14,1710429982593,2024-03-14T11:26:22.593000-04:00,44.23,1,313,[232]
O:SPY240315C00470000,2024-03-14,1710429654144,2024-03-14T11:20:54.144000-04:00,44.58,1,312,[233]
O:SPY240315C00470000,2024-03-14,1710429635817,2024-03-14T11:20:35.817000-04:00,44.6,1,300,[227]
O:SPY240315C00470000,2024-03-14,1710429635817,2024-03-14T11:20:35.817000-04:00,44.6,1,300,[227]
O:SPY240315C00470000,2024-03-14,1710429635817,2024-03-14T11:20:35.817000-04:00,44.6,1,300,[227]
O:SPY240315C00470000,2024-03-14,1710429635817,2024-03-14T11:20:35.817000-04:00,44.6,2,300,[227]
O:SPY240315C00470000,2024-03-14,1710429635720,2024-03-14T11:20:35.720000-04:00,44.6,4,303,[209]
O:SPY240315C00470000,2024-03-14,1710429635713,2024-03-14T11:20:35.713000-04:00,44.6,1,313,[209]
O:SPY240315C00470000,2024-03-14,1710429619379,2024-03-14T11:20:19.379000-04:00,44.93,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710429619279,2024-03-14T11:20:19.279000-04:00,44.97,1,303,[232]
O:SPY240315C00470000,2024-03-14,1710429619274,2024-03-14T11:20:19.274000-04:00,44.97,1,303,[232]
O:SPY240315C00470000,2024-03-14,1710429006452,2024-03-14T11:10:06.452000-04:00,44.89,45,308,[232]
O:SPY240315C00470000,2024-03-14,1710427714692,2024-03-14T10:48:34.692000-04:00,45.12,47,308,[232]
O:SPY240315C00470000,2024-03-14,1710427297692,2024-03-14T10:41:37.692000-04:00,44.63,1,312,[233]
O:SPY240315C00470000,2024-03-14,1710427270992,2024-03-14T10:41:10.992000-04:00,44.8,1,316,[209]
O:SPY240315C00470000,2024-03-14,1710425404069,2024-03-14T10:10:04.069000-04:00,44.42,1,312,[209]
O:SPY240315C00470000,2024-03-14,1710425136147,2024-03-14T10:05:36.147000-04:00,44.15,1,304,[209]
O:SPY240315C00470000,2024-03-14,1710425019724,2024-03-14T10:03:39.724000-04:00,44.11,1,304,[232]
O:SPY240315C00470000,2024-03-14,1710425019367,2024-03-14T10:03:39.367000-04:00,44.11,1,304,[232]
